Temperature,Humidity,Wind Speed,Pressure,PM2.5,PM10,NO2,SO2,CO,O3,AQI
24.67,62.16,7.09,997.52,86.5,255.81,78.39,49.52,3.78,64.36,155.07
22.22,59.31,7.78,1015.64,128.29,71.1,30.22,11.98,1.2,68.14,89.12
34.41,54.11,3.39,1012.6,8.45,191.04,24.83,28.15,4.41,162.93,97.43
17.76,39.22,8.21,1020.45,6.7,31.08,94.71,49.39,2.72,136.11,19.24
14.01,64.36,3.29,1013.94,63.83,252.65,6.83,40.02,4.47,175.27,127.22
27.2,46.62,4.74,1011.37,29.7,60.62,96.71,49.68,1.78,111.84,65.32
22.49,85.28,7.41,1004.29,68.75,30.54,19.18,48.48,0.5,51.09,65.32
19.89,64.99,7.08,1013.72,48.38,126.06,82.85,25.5,2.48,65.7,87.25
28.54,65.57,9.88,1020.38,11.99,177.31,31.21,35.43,1.5,64.37,63.95
26.22,51.3,2.64,1001.57,227.78,257.93,38.32,7.3,3.63,65.5,221.12
22.18,33.12,6.79,1013.87,7.01,292.53,25.59,23.18,4.79,124.4,101.81
18.6,31.9,6.29,1015.33,185.34,137.45,60.62,40.83,3.52,100.24,180.84
29.36,55.4,9.19,1005.82,42.28,27.53,38.07,26.26,4.46,75.52,48.13
28.25,35.07,1.99,1007.12,228.5,227.24,67.45,35.73,2.37,35.35,175.69
24.5,66.41,7.64,1015.31,223.74,173.9,6.49,37.8,3.9,13.76,160.64
34.23,82.86,5.9,1001.67,165.21,139.89,11.12,14.17,4.25,47.2,140.73
19.65,82.97,3.11,1016.5,169.7,99.69,14.47,44.03,3.61,28.27,131.9
17.37,69.54,5.01,1004.05,6.31,155.7,44.8,24.07,2.64,143.53,95.87
21.54,42.67,3.67,1023.63,246.29,108.22,82.41,12.09,3.2,29.12,159.07
24.77,81.78,6.0,1036.38,220.07,229.53,89.38,43.54,3.56,133.12,203.95
26.22,83.17,8.95,1004.39,224.3,167.73,28.26,22.06,1.41,75.56,156.26
23.79,41.8,5.91,1018.34,166.51,264.29,59.57,38.01,4.09,22.47,175.72
26.76,74.25,6.5,1005.73,89.47,167.63,77.99,28.31,4.76,148.16,146.75
18.74,47.19,5.43,1023.41,223.94,79.1,32.44,20.33,2.43,108.54,132.39
32.22,78.16,0.99,1000.35,76.42,256.82,43.86,40.87,3.57,50.08,142.19
24.59,89.83,2.71,1017.81,142.86,171.59,54.78,30.05,3.74,162.1,150.24
30.59,31.8,5.17,1004.27,29.43,69.98,17.81,20.75,3.38,17.69,48.66
26.71,83.84,3.45,1010.93,230.88,190.82,7.47,7.26,2.83,44.31,190.95
27.28,67.36,2.23,1002.69,39.49,113.74,19.52,44.98,4.43,137.85,56.72
27.85,88.4,5.29,1021.22,60.1,254.88,64.55,3.7,2.35,130.59,147.67
27.24,57.9,3.57,1004.63,141.74,141.46,11.99,43.43,0.49,59.18,148.22
28.21,80.84,2.95,1018.52,192.2,220.67,23.02,19.28,4.25,20.54,179.45
31.65,33.74,4.91,1009.56,156.74,37.71,37.1,32.69,3.44,155.87,144.8
25.98,50.12,1.77,1011.86,61.87,124.85,12.4,46.27,4.28,63.33,80.05
28.55,34.02,9.31,1014.48,5.23,295.14,23.21,9.28,0.87,43.27,103.41
24.55,88.52,8.74,1005.38,190.5,244.45,91.57,29.21,0.35,97.73,203.68
32.2,79.02,7.22,1015.1,246.38,56.38,6.83,38.69,4.68,164.74,153.19
21.62,81.15,1.51,1028.3,203.43,90.55,67.08,38.36,0.91,17.4,119.86
34.0,86.28,7.87,1005.22,117.75,105.65,41.52,27.23,4.09,140.19,86.97
24.8,35.11,8.18,1024.72,226.42,198.61,68.9,31.99,4.15,107.32,226.8
17.85,53.14,7.79,1027.98,105.41,229.53,60.93,38.36,3.6,82.33,134.09
25.64,34.26,1.58,1004.84,133.61,227.36,26.23,42.37,0.83,136.49,142.19
21.59,42.65,6.62,998.45,121.9,157.86,85.48,38.57,3.4,174.19,115.79
29.2,43.76,8.43,1016.02,114.67,245.14,51.73,18.99,4.47,48.97,165.61
21.74,58.15,5.98,1007.53,194.92,136.75,83.14,49.84,2.24,34.42,144.99
22.77,46.11,6.64,1031.69,134.06,45.93,43.57,22.86,2.18,165.19,88.8
15.55,36.06,4.85,1013.35,82.6,173.69,98.55,3.17,2.33,123.72,117.36
22.74,40.05,5.52,1004.98,68.25,286.17,78.2,19.41,0.59,84.46,116.28
12.88,38.84,0.83,1001.53,14.25,239.97,96.77,8.13,4.48,107.45,102.11
17.08,88.38,6.57,1023.9,147.88,177.82,53.86,7.83,4.37,136.75,169.95
28.8,75.56,1.27,1007.29,61.34,197.57,50.0,15.51,4.99,141.42,119.94
28.93,88.07,4.63,1013.44,41.29,279.86,76.77,4.56,3.01,166.38,126.82
27.13,56.38,3.28,1022.56,165.19,134.22,88.63,35.05,3.81,82.56,149.77
20.17,46.7,5.68,1008.16,171.9,106.1,96.59,5.55,1.17,59.88,126.6
24.76,77.9,1.77,1012.54,189.28,293.4,35.83,11.76,3.4,118.74,229.36
24.98,49.58,7.07,1012.83,128.38,260.4,80.88,6.46,3.32,80.67,150.11
19.21,47.96,8.05,1019.83,224.04,103.68,25.01,5.03,4.53,111.08,164.84
32.52,43.95,2.05,1018.91,234.4,144.5,56.83,14.85,4.19,81.4,182.89
29.39,37.78,1.49,1010.8,202.81,130.37,22.09,29.45,4.7,36.01,174.16
23.9,45.39,1.88,1013.64,160.72,53.24,38.0,48.3,4.37,89.8,134.0
25.13,51.32,8.83,1009.28,79.41,287.77,93.48,44.03,4.37,127.46,152.76
26.04,70.44,5.52,998.22,245.82,127.25,18.88,44.04,0.51,145.88,173.97
14.79,33.75,4.94,1015.58,72.16,263.85,65.08,10.45,4.26,93.87,141.85
23.76,42.63,1.51,1031.92,54.65,64.91,61.33,14.72,3.12,38.09,29.7
21.59,78.54,6.67,1004.16,113.33,168.88,16.47,5.67,2.03,80.5,93.11
19.99,38.82,8.75,1005.27,18.93,16.95,35.97,39.37,0.47,143.67,15.32
23.59,50.56,8.37,1004.29,244.73,231.62,58.48,5.35,3.45,80.19,201.51
33.99,81.88,6.45,1020.25,149.17,178.47,22.78,28.72,1.78,128.41,121.74
28.2,39.3,1.22,1017.48,141.45,191.42,81.06,13.9,2.45,96.23,157.46
22.14,34.96,1.57,1011.41,165.67,25.0,97.35,13.69,3.47,51.01,112.22
27.86,59.07,0.97,1003.82,126.77,71.2,25.4,49.55,4.58,145.35,103.18
32.0,48.15,2.95,1013.92,12.86,31.56,22.76,38.33,4.16,24.32,14.22
29.62,63.8,1.79,997.35,155.02,93.79,48.22,42.17,2.36,99.23,120.98
25.3,78.23,2.97,1014.43,180.46,191.96,76.04,29.46,2.06,45.51,124.59
21.77,38.23,4.16,1021.72,107.1,174.19,31.75,43.81,1.35,21.4,113.21
28.49,64.84,9.46,1000.49,190.54,187.52,6.89,32.98,1.99,95.5,162.68
26.97,60.33,6.3,997.67,60.62,169.28,56.42,47.42,0.73,94.93,96.83
29.48,38.64,8.43,1028.79,59.21,89.18,95.88,15.5,4.86,130.17,60.45
28.18,67.44,7.25,1006.88,44.55,80.91,42.17,30.58,2.95,136.61,67.26
30.25,46.42,1.57,1024.36,96.14,49.75,44.91,35.13,0.81,133.72,58.73
22.32,59.27,7.49,1011.46,212.52,256.23,97.05,20.86,1.89,79.62,188.96
31.59,34.94,3.11,1011.38,207.84,188.78,70.99,44.23,2.83,117.39,191.46
25.99,57.58,6.57,1017.38,98.79,64.09,73.32,49.03,2.76,108.08,119.05
35.38,48.39,3.74,1004.16,149.33,61.39,58.46,25.7,0.37,81.67,103.73
21.55,79.34,9.98,1014.32,181.6,263.18,97.59,20.75,4.76,111.53,184.82
33.68,33.42,3.0,1009.19,64.1,225.39,70.44,24.65,1.52,171.03,118.76
25.99,55.12,3.15,999.8,46.19,201.23,90.03,42.93,0.28,42.79,110.39
21.74,57.51,9.34,1016.37,243.16,127.99,71.44,32.98,0.57,163.98,183.07
22.58,73.5,0.73,1010.37,156.3,85.97,74.84,4.15,2.98,19.09,162.12
23.4,64.46,7.12,1011.43,245.45,294.04,32.59,28.02,0.86,62.43,208.7
27.12,70.03,7.39,1000.9,87.75,241.2,33.83,2.83,0.4,58.98,125.92
27.61,76.62,8.45,1028.91,177.24,97.52,79.38,39.37,2.02,116.48,159.41
22.13,81.73,9.76,1021.77,59.54,255.79,33.19,17.76,3.19,32.31,143.22
24.88,48.83,9.77,1022.64,68.99,230.09,58.46,24.66,0.74,160.0,86.76
35.71,62.28,1.12,1009.95,130.42,96.15,28.69,40.34,1.7,150.85,107.02
33.64,80.41,8.31,995.71,83.31,133.7,82.61,4.23,2.21,120.85,121.54
27.18,89.37,6.64,1032.53,46.07,63.93,15.5,9.61,0.97,87.93,92.26
25.19,83.37,6.65,1012.39,69.41,42.21,83.8,21.1,2.63,168.6,78.62
25.6,52.29,1.72,1005.51,13.76,219.6,62.26,13.04,0.61,151.23,78.97
28.07,41.71,6.68,1017.17,177.58,87.58,22.76,18.22,0.42,94.88,106.28
19.89,59.36,9.83,1024.67,125.57,247.82,56.49,49.91,2.7,129.32,189.23
23.71,74.5,9.16,1012.77,28.09,298.73,31.84,41.62,1.39,106.38,126.16
16.66,59.55,4.67,1025.79,47.07,32.22,35.73,44.43,0.66,109.95,30.44
27.0,58.99,0.88,1023.83,30.12,147.18,38.4,46.98,2.23,66.27,70.39
28.24,80.29,3.94,1002.24,155.09,242.6,11.02,18.36,4.59,88.55,172.54
22.58,51.68,8.35,1006.26,28.08,238.8,98.67,16.26,3.68,23.28,116.01
32.87,81.59,7.16,1022.58,189.8,230.4,8.0,13.23,4.11,70.75,165.75
18.87,54.41,4.86,985.87,10.03,111.21,67.94,41.85,4.39,128.29,53.77
17.68,49.69,1.02,1011.51,66.1,141.62,40.27,34.62,4.87,172.05,74.54
26.12,57.24,4.56,998.69,223.21,182.54,66.37,13.34,3.86,173.72,204.33
30.24,75.75,4.96,1008.23,181.04,292.44,38.84,20.1,3.12,104.47,189.47
33.42,37.56,9.32,1010.01,22.88,104.99,69.01,26.32,1.95,113.13,66.27
22.71,41.79,6.59,1009.42,206.18,277.71,74.28,27.35,1.07,41.57,220.58
30.39,87.09,3.46,1007.48,125.79,88.11,70.6,44.66,3.5,128.2,114.97
24.81,40.53,5.49,1002.03,212.46,296.83,15.83,20.27,4.98,22.01,211.55
24.14,64.06,1.13,1035.92,152.18,204.38,67.4,45.61,2.44,58.4,157.83
29.42,64.76,9.74,1031.67,172.05,144.42,31.6,23.19,3.67,123.62,148.11
28.26,59.38,3.92,1001.38,248.41,187.88,7.74,37.83,2.58,62.75,210.91
17.12,68.68,5.04,1028.82,61.92,89.03,44.41,46.65,2.27,18.47,76.3
32.38,43.79,3.88,1009.01,157.87,89.51,46.19,45.56,2.17,151.42,114.05
31.9,63.16,6.98,1014.29,117.78,42.93,49.38,4.73,2.62,62.76,101.78
21.87,52.33,6.79,1012.37,14.67,43.07,71.96,11.87,1.96,20.73,52.8
26.98,69.7,7.3,1006.4,8.55,110.82,34.34,24.89,3.79,22.71,33.96
27.47,38.47,3.05,1022.84,34.21,231.23,34.95,22.71,4.4,52.8,128.34
26.3,64.25,3.5,1014.26,164.03,186.31,10.75,32.76,4.44,40.26,160.21
22.25,41.12,1.69,1008.23,143.95,39.75,70.25,47.35,1.29,141.63,104.25
21.64,46.72,6.73,999.95,140.59,257.15,58.94,7.4,4.5,64.69,183.6
24.87,43.12,0.88,1004.06,12.8,184.4,38.2,23.69,1.84,146.8,66.68
30.86,40.97,6.18,996.59,119.98,288.65,71.99,11.24,1.68,39.55,174.5
27.72,79.54,8.76,1013.12,231.53,204.35,56.05,44.92,3.69,93.79,192.21
23.15,47.14,8.96,1001.03,102.41,60.8,49.58,48.3,1.66,126.97,62.22
28.86,85.63,4.77,1010.34,158.11,147.4,53.58,24.98,0.45,120.84,118.69
10.76,88.2,4.86,1026.7,196.06,198.06,65.45,6.99,1.99,112.19,181.07
30.74,64.28,1.23,1024.99,197.06,18.2,67.7,39.69,3.66,167.22,112.9
16.3,38.58,6.87,1012.68,132.22,14.32,32.45,35.46,1.77,48.85,105.86
23.19,52.47,8.3,1012.13,215.2,47.53,18.37,19.02,3.22,93.93,154.03
19.4,77.86,2.82,1031.8,100.89,82.98,19.88,44.6,3.37,160.28,112.87
18.53,52.04,4.5,1018.21,222.73,134.57,65.74,48.84,3.72,23.24,174.25
30.8,35.22,8.47,1009.72,63.86,151.36,87.92,28.78,4.51,19.5,105.34
22.66,63.41,8.83,998.74,73.65,50.03,43.9,29.15,2.28,49.66,47.6
26.73,80.71,2.81,1016.94,18.01,205.28,21.1,16.28,1.0,117.61,93.8
24.77,77.76,5.73,1021.29,199.92,182.88,76.88,30.06,1.73,54.18,175.99
27.39,40.51,2.33,1006.68,107.18,95.39,84.09,23.1,2.27,42.34,107.95
25.38,70.37,1.47,1015.91,61.13,13.96,88.66,16.51,3.63,88.0,82.41
18.59,43.23,9.16,1009.36,61.79,32.52,62.65,5.22,0.26,114.31,41.16
29.98,43.09,8.29,1011.16,225.84,123.59,86.77,14.13,1.72,52.25,163.68
22.53,82.44,7.72,988.12,209.31,54.65,6.46,11.5,3.94,61.12,140.22
17.22,44.98,0.96,1010.78,140.62,119.28,15.19,28.02,3.42,114.31,107.53
22.86,45.79,8.52,1022.69,155.95,192.17,13.79,30.88,3.71,170.78,150.29
32.5,30.04,4.66,1006.69,121.21,168.7,72.7,31.21,4.1,124.71,142.22
29.25,82.24,3.75,1013.53,100.96,77.04,11.61,20.63,3.96,143.09,85.64
23.26,77.56,5.69,1005.44,229.29,109.71,52.15,22.22,3.47,72.36,185.39
23.25,67.64,1.37,1016.6,35.78,188.07,49.91,42.04,2.31,56.28,66.79
23.39,75.02,7.69,1010.83,107.52,259.65,34.52,24.86,4.92,87.23,169.7
35.38,39.12,6.03,1003.61,89.42,228.43,87.69,49.41,2.93,147.21,146.13
26.91,57.5,2.27,1026.33,127.05,170.49,21.19,23.1,1.17,87.57,114.68
27.15,51.07,2.29,1022.29,117.12,115.06,38.48,33.18,1.61,153.94,92.62
30.15,35.63,2.25,1006.95,132.13,115.86,78.55,4.42,3.53,178.09,91.84
26.19,59.17,1.04,1017.98,39.28,265.03,7.89,33.36,4.64,22.24,104.04
23.7,85.24,6.08,1018.37,130.72,21.38,68.93,42.87,1.06,17.72,100.05
24.02,32.4,8.48,1019.42,64.39,296.51,82.56,47.24,0.6,35.43,133.42
24.64,47.49,0.67,996.06,50.16,202.67,93.57,49.87,4.43,75.34,129.98
24.81,42.45,0.97,1023.07,20.88,207.53,88.25,15.54,4.59,32.28,87.43
28.64,44.29,5.94,1007.3,191.85,21.02,35.34,29.62,1.53,158.01,125.59
25.26,84.51,8.29,1009.42,109.72,185.6,60.7,23.63,2.01,13.93,113.34
28.66,58.08,3.6,1039.38,158.53,150.59,12.34,29.06,3.37,63.68,124.02
24.6,57.98,3.82,1016.02,183.26,40.68,29.5,9.56,1.78,41.4,111.83
25.39,75.63,6.17,1009.14,171.43,90.6,13.95,43.1,4.41,168.36,123.07
15.01,39.27,3.11,990.95,120.27,268.19,34.94,45.66,0.72,123.81,127.85
29.58,59.24,0.75,1026.9,100.04,169.5,88.14,23.58,0.38,165.05,112.57
26.73,55.8,7.48,999.55,97.11,129.89,37.98,15.46,1.2,175.3,100.8
29.99,65.81,6.44,1002.97,161.81,31.08,58.38,8.76,1.57,94.51,122.14
10.52,89.97,6.02,1009.69,126.22,217.1,46.17,34.82,0.74,49.83,151.87
35.44,76.17,7.55,1027.16,213.04,213.83,48.6,16.99,0.52,42.93,197.08
24.3,53.87,6.91,1020.73,219.3,188.07,97.11,45.66,3.83,47.9,201.31
30.54,79.65,2.46,1011.42,46.79,157.98,33.13,34.21,0.99,130.46,86.37
19.8,40.24,3.85,1016.08,38.38,135.8,64.6,32.99,4.59,16.88,63.7
28.06,31.83,1.7,1007.0,159.45,182.05,44.91,28.85,1.97,18.73,148.79
19.73,42.27,1.73,1014.4,78.8,77.68,10.81,4.2,3.42,113.38,85.47
21.88,50.42,6.92,1013.73,9.55,282.97,51.49,46.73,1.28,119.15,125.24
34.57,60.63,8.66,1022.69,222.72,180.75,82.27,32.14,1.35,123.09,192.23
24.05,66.91,9.65,1022.67,60.59,100.25,14.38,49.71,2.96,73.22,93.24
26.09,84.64,6.47,1017.94,232.67,140.41,11.61,27.79,2.89,147.01,157.14
29.35,60.59,2.25,1009.38,180.77,243.65,19.59,36.09,3.89,100.72,176.03
27.48,60.08,1.5,1020.42,191.85,56.87,77.62,4.7,3.84,27.93,139.49
25.75,33.01,8.22,1012.08,54.36,94.92,73.78,32.32,3.42,145.51,95.23
26.82,32.09,6.0,1002.18,62.38,207.06,58.68,38.7,2.36,172.02,109.44
37.02,63.07,6.37,1008.97,132.71,101.49,49.48,39.37,4.48,20.21,116.31
24.71,56.29,7.92,1013.85,47.16,239.83,89.39,38.97,3.19,76.53,127.82
26.01,80.35,7.18,1022.1,79.83,47.83,77.84,12.86,4.95,92.88,62.52
30.25,39.64,8.43,1011.16,83.76,231.18,82.13,48.82,4.13,34.9,159.1
30.53,31.5,1.03,1000.91,44.11,29.82,82.26,49.77,0.41,157.51,32.92
30.94,56.94,7.6,1013.57,55.27,13.65,66.06,5.63,1.74,58.31,16.22
28.19,44.25,8.58,1014.13,198.2,270.48,48.51,46.95,2.95,143.11,199.29
19.28,32.98,3.22,1014.86,45.96,178.59,87.14,15.89,3.66,124.07,125.01
33.17,73.48,6.58,1022.2,11.97,112.03,92.97,35.09,2.84,111.67,70.2
19.27,36.7,3.48,1023.19,159.19,77.45,7.26,18.23,3.97,42.66,128.51
26.51,66.5,9.6,1007.06,244.12,188.9,9.9,48.45,1.56,47.52,188.38
21.23,46.86,0.82,1006.84,86.15,157.61,96.08,6.87,1.08,18.05,101.63
24.68,40.41,6.01,1002.6,34.07,297.56,31.33,25.89,0.46,50.92,89.95
26.64,52.79,2.08,1019.99,144.74,295.13,87.97,22.55,2.95,68.73,147.18
26.61,78.09,7.27,1027.49,227.06,194.16,41.94,17.65,3.51,151.63,193.34
27.11,53.53,2.17,1009.85,197.1,138.43,16.31,32.99,1.77,72.29,169.79
33.07,75.05,2.74,1010.59,157.52,152.43,12.64,8.29,3.15,138.29,143.53
27.27,37.53,5.2,1027.67,82.19,207.92,19.87,36.4,0.45,84.71,119.68
23.78,76.37,9.19,1018.06,137.76,39.46,28.74,49.07,0.68,143.43,114.7
29.82,44.22,2.51,1017.36,27.35,105.22,51.41,40.62,3.57,175.97,71.57
30.95,70.64,1.87,1001.09,171.34,31.83,71.64,43.28,1.97,50.77,109.62
18.86,63.95,7.71,1019.79,182.65,31.27,98.71,19.26,3.42,156.6,112.66
27.99,85.75,5.26,1003.71,241.43,66.79,46.94,17.59,4.19,115.71,191.55
28.51,53.24,9.16,1001.66,68.8,150.72,54.23,26.82,4.29,148.94,110.13
23.51,33.97,1.89,1009.53,9.52,237.58,54.57,4.19,1.03,120.77,73.04
31.88,31.15,6.64,1007.14,138.67,150.79,56.25,47.38,2.53,82.07,114.25
24.25,79.61,2.71,1010.78,178.16,107.29,54.19,8.9,3.72,48.77,158.07
25.63,61.48,1.99,998.59,198.65,33.88,5.83,45.34,3.92,21.91,108.96
24.13,76.51,6.99,1022.59,52.47,169.59,5.16,6.01,3.97,101.04,119.65
25.08,44.07,6.14,1024.28,69.13,88.67,14.28,41.49,1.3,178.36,30.77
19.52,50.71,7.67,993.53,130.58,188.33,14.65,9.29,1.12,135.47,151.14
17.8,31.81,3.44,1022.78,86.0,293.38,71.97,3.83,3.03,65.65,156.11
32.97,87.69,4.76,1004.89,215.83,42.28,24.47,36.54,3.76,150.62,140.93
20.77,70.07,4.35,1021.57,121.07,71.52,90.0,15.45,1.73,140.73,97.14
20.04,85.99,9.85,1012.32,200.9,147.2,93.22,36.3,0.7,57.88,187.37
14.23,45.93,3.28,1013.29,147.25,290.9,97.71,28.64,3.64,12.43,193.87
21.81,66.69,3.3,1011.15,194.41,233.82,94.21,7.22,1.64,30.09,169.1
18.38,70.71,3.87,1025.12,86.5,270.49,30.83,46.74,1.0,159.14,110.21
33.21,49.05,5.86,1000.6,208.7,106.78,53.43,23.71,0.91,152.22,151.34
30.05,80.89,2.9,1019.08,72.27,297.69,21.67,37.25,1.71,60.19,135.79
21.56,86.83,9.2,1024.01,138.79,39.82,81.59,26.05,3.04,58.48,78.31
36.26,83.09,3.02,1020.16,57.43,25.36,89.4,31.01,1.92,144.79,54.64
29.91,74.34,9.01,1036.25,121.5,258.12,85.87,16.53,0.3,169.42,143.28
23.38,46.65,1.48,1007.71,82.95,278.91,46.17,11.62,0.67,142.45,135.33
12.5,46.9,6.74,1022.57,70.34,36.27,77.07,28.04,1.59,112.95,73.09
36.45,87.8,9.12,1011.94,241.91,42.89,14.27,23.13,3.37,51.25,169.92
18.05,30.62,2.1,1025.33,44.22,19.62,8.82,20.73,0.67,99.38,47.55
16.77,72.96,9.7,1012.92,197.89,40.31,76.56,34.28,2.89,49.7,119.26
30.11,72.37,4.8,1009.12,246.12,70.73,45.41,35.14,0.78,147.36,161.39
37.2,67.36,9.48,1026.06,9.88,291.32,99.58,4.2,1.22,75.78,108.61
31.92,89.41,6.93,1008.08,176.26,203.68,14.24,18.26,1.03,151.73,137.7
27.82,48.71,3.37,998.87,66.96,235.78,86.28,21.76,0.52,74.87,122.97
27.97,50.4,2.29,1007.83,14.92,235.08,50.6,6.65,3.42,150.11,124.5
29.27,34.74,3.39,1019.19,103.71,165.17,83.58,13.32,2.42,66.66,119.52
28.79,56.57,1.38,1026.92,234.13,241.27,82.63,4.48,4.19,84.82,188.28
26.41,45.66,1.87,1014.11,7.88,182.78,92.02,49.82,0.67,114.63,75.24
25.52,50.6,1.49,1026.18,149.03,101.22,33.3,37.35,0.89,21.95,95.0
24.69,80.07,4.52,999.42,127.84,172.72,95.23,6.2,1.67,171.2,146.96
21.23,86.13,8.06,1008.57,218.98,164.72,19.41,2.97,3.88,107.51,182.65
23.6,41.14,1.84,1010.11,25.58,248.8,12.79,36.53,1.67,96.33,94.9
16.54,52.35,1.74,1011.85,171.97,294.7,46.0,23.08,2.16,152.7,184.72
24.51,85.72,6.61,1013.84,171.63,129.2,83.69,39.77,1.65,157.18,139.83
20.06,33.71,2.37,1019.91,168.92,231.38,49.98,46.33,0.59,98.78,165.05
19.48,35.54,1.43,1008.55,235.87,38.93,83.78,30.77,4.71,167.63,145.43
25.9,39.77,2.09,1014.39,206.66,235.28,74.32,10.98,2.83,21.01,170.0
31.96,65.71,9.28,1012.55,15.28,117.71,24.9,39.55,3.98,29.25,77.03
29.59,39.03,8.3,1003.74,120.42,21.42,95.14,47.88,3.36,111.45,85.07
17.15,88.08,3.86,1011.86,102.5,115.34,10.77,29.85,2.67,70.19,100.34
20.05,56.8,6.73,1011.56,80.99,187.09,90.34,34.74,0.63,88.92,115.34
29.7,60.09,5.6,1011.35,115.58,44.58,33.92,18.2,3.29,65.77,91.47
20.09,44.8,6.93,1013.32,99.13,277.97,52.51,20.31,0.95,78.8,126.03
23.88,58.26,6.99,1013.76,110.92,32.52,45.12,37.26,2.19,149.85,56.02
27.75,69.71,6.47,1008.68,244.92,279.7,21.32,46.53,3.22,110.89,213.88
20.16,75.07,3.03,1025.73,26.72,215.07,39.02,32.19,3.95,179.55,104.78
25.53,75.23,0.87,1001.31,230.95,105.62,23.33,39.91,3.49,143.77,153.91
18.33,64.67,4.83,1005.79,122.66,123.32,24.37,10.24,3.42,56.52,107.35
21.99,84.26,8.96,1040.8,157.82,224.83,22.77,12.17,0.92,54.94,185.0
26.6,79.04,5.91,1002.62,208.39,184.43,51.46,27.54,1.86,67.1,145.29
17.04,75.42,8.41,999.46,93.31,204.78,80.8,10.47,0.41,153.35,109.65
27.2,33.34,9.92,1020.34,110.45,122.86,59.05,32.48,3.65,14.64,139.32
24.9,30.41,2.05,992.23,105.33,151.47,89.85,16.0,4.77,49.13,122.52
27.76,42.75,7.07,1010.65,96.81,297.06,65.47,39.99,1.47,163.84,143.16
26.12,69.81,6.91,1034.46,231.75,72.04,70.49,40.79,0.62,118.78,168.35
31.82,54.67,9.81,997.55,208.09,131.18,68.42,24.26,2.48,48.56,160.7
25.63,54.14,9.86,993.18,31.7,94.63,47.7,10.68,4.31,47.25,58.2
22.85,83.08,7.02,998.01,31.49,231.88,70.49,33.05,2.85,156.65,108.58
25.61,83.73,2.81,1021.98,109.83,231.56,11.62,49.65,0.42,161.94,122.67
27.72,84.55,8.09,1024.25,29.17,94.81,86.69,31.88,4.88,53.54,53.73
25.24,48.83,1.52,1007.87,156.68,33.6,78.89,3.72,4.18,81.49,108.95
25.2,71.46,7.92,1019.83,40.2,13.32,28.3,2.83,0.83,151.88,17.44
21.49,46.3,9.15,1026.9,132.98,133.96,77.96,17.38,4.62,141.07,132.2
21.69,41.44,4.14,1030.87,6.77,129.0,6.2,11.4,2.36,148.37,58.65
17.99,41.08,6.49,1010.54,82.57,296.63,25.64,41.03,1.99,98.13,155.6
33.75,50.53,4.59,989.99,170.91,146.24,11.19,42.55,2.41,164.96,160.03
18.78,55.8,4.66,1004.79,123.59,84.36,79.12,14.41,4.21,65.41,103.58
21.54,79.86,3.45,1008.73,244.68,268.46,76.81,17.63,3.37,36.63,229.76
21.41,37.19,7.74,1010.41,219.16,152.41,82.3,13.34,0.48,130.48,175.65
29.47,74.1,9.39,1011.12,92.97,183.76,5.43,45.6,4.8,101.69,125.78
23.53,61.89,9.44,1024.19,16.14,37.74,52.62,26.13,0.91,155.28,24.61
31.24,47.28,2.16,1025.74,212.18,121.05,71.96,33.49,3.78,23.8,147.66
21.63,59.57,8.81,1011.28,228.25,283.82,19.76,21.94,3.25,153.43,222.71
26.39,48.0,7.51,1023.98,206.05,180.96,66.73,32.29,1.1,59.86,144.5
20.82,65.76,2.9,1016.58,36.35,109.91,12.99,20.52,1.02,121.33,54.94
35.73,56.03,1.14,1013.65,249.49,191.44,22.23,18.3,4.38,16.82,160.48
19.06,39.86,3.05,1022.07,68.35,274.02,50.2,32.46,2.21,113.63,111.9
26.55,36.99,9.17,1013.72,182.43,89.46,67.09,30.37,3.34,131.94,125.79
28.17,62.8,6.52,1033.58,227.47,156.48,18.86,16.09,2.62,72.69,189.13
27.07,84.14,7.35,998.62,62.74,288.02,22.6,9.17,3.69,46.62,142.82
24.07,50.64,2.94,1007.85,227.52,59.99,24.42,19.69,2.5,101.4,136.41
24.35,73.98,7.33,1011.73,80.82,218.7,27.68,21.93,1.58,151.64,128.6
25.22,69.52,0.77,1017.39,244.22,188.2,26.52,32.18,1.94,65.0,203.28
24.26,85.89,4.07,1025.68,73.91,207.11,42.54,45.9,4.32,52.92,117.25
29.82,79.26,6.45,1012.76,238.59,111.85,67.11,3.74,2.45,57.42,147.47
36.05,64.0,1.89,998.78,18.12,101.03,46.61,13.7,1.22,171.35,48.69
22.21,69.42,8.32,1021.43,178.77,208.42,78.72,11.3,4.69,71.08,174.36
18.15,83.9,2.73,1020.55,135.37,72.51,73.33,26.11,4.02,10.61,91.87
24.56,53.97,6.7,993.58,122.08,131.7,17.02,22.63,0.47,142.89,113.15
37.9,49.61,4.35,1012.96,59.76,64.57,9.64,36.99,4.99,128.88,73.82
20.98,30.65,6.16,997.1,177.87,12.41,88.4,13.64,3.54,31.86,120.1
33.2,79.59,1.52,1006.35,51.75,291.32,12.58,30.54,0.97,177.43,126.69
33.39,78.06,0.66,1003.97,140.45,135.19,19.09,44.43,1.34,113.37,132.14
22.23,36.27,9.14,1021.09,67.05,291.11,7.1,45.71,3.52,95.13,133.64
27.84,64.61,3.06,1014.17,239.13,50.69,64.69,48.02,3.94,74.98,160.0
